/Users/evertosilva/Desktop/pythonProject/ps_ia/,2022-6-6,20:22:51,Jardim
/Users/evertosilva/Desktop/pythonProject/ps_ia/,2022-6-6,20:23:59,Jardim
/Users/evertosilva/Desktop/pythonProject/ps_ia/,2022-6-6,20:24:6,Jardim
